"ZIP","FIPS","CountyName","St","Name","Lat","Long","Enc_ZIP","Pops","Area","PopDensity"
61074,17015,"Carroll","IL","61074 Savanna",42.091150,-90.141318,"",0,0,0
61075,17085,"Jo Daviess","IL","61075 Scales Mound",42.451238,-90.269878,"",0,0,0
61077,17201,"Winnebago","IL","61077 Seward",42.236034,-89.357664,"61063",0,0,0
61078,17015,"Carroll","IL","61078 Shannon",42.170672,-89.765548,"",0,0,0
61079,17201,"Winnebago","IL","61079 Shirland",42.441574,-89.198168,"61072",0,0,0
61080,17201,"Winnebago","IL","61080 South Beloit",42.488968,-89.028287,"",0,0,0
61081,17195,"Whiteside","IL","61081 Sterling",41.804055,-89.707321,"",0,0,0
61084,17141,"Ogle","IL","61084 Stillman Valley",42.145308,-89.198015,"",0,0,0
61085,17085,"Jo Daviess","IL","61085 Stockton",42.348264,-90.008659,"",0,0,0
61087,17085,"Jo Daviess","IL","61087 Warren",42.480742,-89.972462,"",0,0,0
61088,17201,"Winnebago","IL","61088 Winnebago",42.279817,-89.242037,"",0,0,0
61089,17177,"Stephenson","IL","61089 Winslow",42.471639,-89.814105,"",0,0,0
61091,17141,"Ogle","IL","61091 Woosung",41.905852,-89.543246,"61064",0,0,0
61101,17201,"Winnebago","IL","61101 Rockford",42.300326,-89.109811,"",0,0,0
61102,17201,"Winnebago","IL","61102 Rockford",42.248831,-89.118986,"",0,0,0
61103,17201,"Winnebago","IL","61103 Rockford",42.304916,-89.084262,"",0,0,0
61104,17201,"Winnebago","IL","61104 Rockford",42.254791,-89.080911,"",0,0,0
61105,17201,"Winnebago","IL","61105 Rockford",42.268238,-89.096437,"61101",0,0,0
61106,17201,"Winnebago","IL","61106 Rockford",42.252179,-89.079928,"61104",0,0,0
61107,17201,"Winnebago","IL","61107 Rockford",42.279015,-89.034506,"",0,0,0
61108,17201,"Winnebago","IL","61108 Rockford",42.253301,-89.019340,"",0,0,0
61109,17201,"Winnebago","IL","61109 Rockford",42.221562,-89.047845,"",0,0,0
61110,17201,"Winnebago","IL","61110 Rockford",42.266763,-89.081945,"61104",0,0,0
61111,17201,"Winnebago","IL","61111 Loves Park",42.324267,-89.024897,"",0,0,0
61112,17201,"Winnebago","IL","61112 Rockford",42.247549,-88.975938,"",0,0,0
61114,17201,"Winnebago","IL","61114 Rockford",42.310769,-89.004443,"",0,0,0
61115,17201,"Winnebago","IL","61115 Machesney Park",42.355369,-89.038825,"",0,0,0
61125,17201,"Winnebago","IL","61125 Rockford",42.238617,-89.000660,"61108",0,0,0
61126,17201,"Winnebago","IL","61126 Rockford",42.325368,-89.032768,"61111",0,0,0
61130,17201,"Winnebago","IL","61130 Loves Park",42.325368,-89.032768,"61111",0,0,0
61131,17201,"Winnebago","IL","61131 Loves Park",42.325368,-89.032768,"61111",0,0,0
61132,17201,"Winnebago","IL","61132 Loves Park",42.325368,-89.032768,"61111",0,0,0
61201,17161,"Rock Island","IL","61201 Rock Island",41.484675,-90.567075,"",0,0,0
61204,17161,"Rock Island","IL","61204 Rock Island",41.484176,-90.582712,"61201",0,0,0
61230,17195,"Whiteside","IL","61230 Albany",41.743819,-90.211425,"",0,0,0
61231,17131,"Mercer","IL","61231 Aledo",41.205030,-90.743726,"",0,0,0
61232,17161,"Rock Island","IL","61232 Andalusia",41.443400,-90.718919,"61284",0,0,0
61233,17073,"Henry","IL","61233 Andover",41.293752,-90.292083,"61238",0,0,0
61234,17073,"Henry","IL","61234 Annawan",41.412333,-89.934084,"",0,0,0
61235,17073,"Henry","IL","61235 Atkinson",41.397402,-90.030052,"",0,0,0
61236,17161,"Rock Island","IL","61236 Barstow",41.518238,-90.357132,"61244",0,0,0
61237,17161,"Rock Island","IL","61237 Buffalo Prairie",41.338513,-90.850067,"61259",0,0,0
61238,17073,"Henry","IL","61238 Cambridge",41.305008,-90.191226,"",0,0,0
61239,17161,"Rock Island","IL","61239 Carbon Cliff",41.496006,-90.390634,"61282",0,0,0
61240,17161,"Rock Island","IL","61240 Coal Valley",41.444494,-90.453989,"",0,0,0
61241,17073,"Henry","IL","61241 Colona",41.486631,-90.330282,"",0,0,0
61242,17161,"Rock Island","IL","61242 Cordova",41.705399,-90.276222,"",0,0,0
61243,17195,"Whiteside","IL","61243 Deer Grove",41.617594,-89.689498,"",0,0,0
61244,17161,"Rock Island","IL","61244 East Moline",41.508313,-90.436013,"",0,0,0
61250,17195,"Whiteside","IL","61250 Erie",41.687477,-90.095918,"",0,0,0
61251,17195,"Whiteside","IL","61251 Fenton",41.728829,-90.068090,"",0,0,0
61252,17195,"Whiteside","IL","61252 Fulton",41.862918,-90.157649,"",0,0,0
61254,17073,"Henry","IL","61254 Geneseo",41.458390,-90.160450,"",0,0,0
61256,17161,"Rock Island","IL","61256 Hampton",41.552620,-90.402033,"",0,0,0
61257,17161,"Rock Island","IL","61257 Hillsdale",41.598938,-90.227873,"",0,0,0
61258,17073,"Henry","IL","61258 Hooppole",41.521948,-89.914843,"61277",0,0,0
61259,17161,"Rock Island","IL","61259 Illinois City",41.395226,-90.918663,"",0,0,0
61260,17131,"Mercer","IL","61260 Joy",41.259676,-90.880732,"",0,0,0
61261,17195,"Whiteside","IL","61261 Lyndon",41.728172,-89.920394,"",0,0,0
61262,17073,"Henry","IL","61262 Lynn Center",41.281244,-90.358711,"",0,0,0
61263,17131,"Mercer","IL","61263 Matherville",41.259221,-90.604967,"",0,0,0
61264,17161,"Rock Island","IL","61264 Milan",41.413704,-90.563389,"",0,0,0
61265,17161,"Rock Island","IL","61265 Moline",41.487426,-90.493579,"",0,0,0
61266,17161,"Rock Island","IL","61266 Moline",41.507151,-90.513858,"61265",0,0,0
61270,17195,"Whiteside","IL","61270 Morrison",41.811672,-89.960466,"",0,0,0
61272,17131,"Mercer","IL","61272 New Boston",41.231248,-90.998633,"",0,0,0
61273,17073,"Henry","IL","61273 Orion",41.364946,-90.392256,"",0,0,0
61274,17073,"Henry","IL","61274 Osco",41.375216,-90.260988,"",0,0,0
61275,17161,"Rock Island","IL","61275 Port Byron",41.601245,-90.291739,"",0,0,0
61276,17131,"Mercer","IL","61276 Preemption",41.313120,-90.578471,"61281",0,0,0
61277,17195,"Whiteside","IL","61277 Prophetstown",41.668896,-89.936020,"",0,0,0
61278,17161,"Rock Island","IL","61278 Rapids City",41.580407,-90.349832,"61275",0,0,0
61279,17131,"Mercer","IL","61279 Reynolds",41.317894,-90.744823,"",0,0,0
61281,17131,"Mercer","IL","61281 Sherrard",41.296561,-90.531518,"",0,0,0
61282,17161,"Rock Island","IL","61282 Silvis",41.499274,-90.415556,"",0,0,0
61283,17195,"Whiteside","IL","61283 Tampico",41.598512,-89.824183,"",0,0,0
61284,17161,"Rock Island","IL","61284 Taylor Ridge",41.415973,-90.734490,"",0,0,0
61285,17015,"Carroll","IL","61285 Thomson",41.978689,-90.037854,"",0,0,0
61299,17161,"Rock Island","IL","61299 Rock Island",41.517874,-90.530394,"61201",0,0,0
61301,17099,"La Salle","IL","61301 La Salle",41.340095,-89.092901,"",0,0,0
61310,17103,"Lee","IL","61310 Amboy",41.714646,-89.330838,"",0,0,0
61311,17105,"Livingston","IL","61311 Ancona",41.046187,-88.841055,"",0,0,0
61312,17011,"Bureau","IL","61312 Arlington",41.431917,-89.238961,"",0,0,0
61313,17105,"Livingston","IL","61313 Blackstone",41.091725,-88.654669,"",0,0,0
61314,17011,"Bureau","IL","61314 Buda",41.302333,-89.664263,"",0,0,0
61315,17011,"Bureau","IL","61315 Bureau",41.290696,-89.370101,"61356",0,0,0
61316,17099,"La Salle","IL","61316 Cedar Point",41.263271,-89.125791,"61354",0,0,0
61317,17011,"Bureau","IL","61317 Cherry",41.427140,-89.213028,"61312",0,0,0
61318,17103,"Lee","IL","61318 Compton",41.716137,-89.072867,"",0,0,0
61319,17105,"Livingston","IL","61319 Cornell",40.992763,-88.729322,"",0,0,0
61320,17011,"Bureau","IL","61320 Dalzell",41.355622,-89.169986,"",0,0,0
61321,17099,"La Salle","IL","61321 Dana",40.970928,-88.979330,"",0,0,0
61322,17011,"Bureau","IL","61322 Depue",41.324753,-89.311072,"61356",0,0,0
61323,17011,"Bureau","IL","61323 Dover",41.436144,-89.398237,"61356",0,0,0
61324,17103,"Lee","IL","61324 Eldena",41.772681,-89.412307,"61021",0,0,0
61325,17099,"La Salle","IL","61325 Grand Ridge",41.237268,-88.817941,"",0,0,0
61326,17155,"Putnam","IL","61326 Granville",41.258200,-89.219631,"",0,0,0
61327,17155,"Putnam","IL","61327 Hennepin",41.250635,-89.336703,"",0,0,0
61328,17011,"Bureau","IL","61328 Kasbeer",41.503990,-89.466416,"61349",0,0,0
61329,17011,"Bureau","IL","61329 Ladd",41.378937,-89.206535,"",0,0,0
61330,17011,"Bureau","IL","61330 La Moille",41.533625,-89.278777,"",0,0,0
61331,17103,"Lee","IL","61331 Lee Center",41.747843,-89.279464,"61310",0,0,0
61332,17099,"La Salle","IL","61332 Leonore",41.188818,-88.980624,"61370",0,0,0
61333,17105,"Livingston","IL","61333 Long Point",41.001262,-88.894706,"",0,0,0
61334,17099,"La Salle","IL","61334 Lostant",41.148079,-89.079557,"",0,0,0
61335,17155,"Putnam","IL","61335 MC Nabb",41.179023,-89.211685,"",0,0,0
61336,17155,"Putnam","IL","61336 Magnolia",41.114584,-89.196085,"",0,0,0
61337,17011,"Bureau","IL","61337 Malden",41.432054,-89.333706,"",0,0,0
61338,17011,"Bureau","IL","61338 Manlius",41.456259,-89.667318,"61361",0,0,0
61340,17155,"Putnam","IL","61340 Mark",41.264465,-89.250022,"61326",0,0,0
61341,17099,"La Salle","IL","61341 Marseilles",41.333333,-88.703510,"",0,0,0
61342,17099,"La Salle","IL","61342 Mendota",41.543952,-89.116947,"",0,0,0
61344,17011,"Bureau","IL","61344 Mineral",41.385614,-89.854343,"",0,0,0
61345,17011,"Bureau","IL","61345 Neponset",41.282674,-89.777788,"",0,0,0
61346,17011,"Bureau","IL","61346 New Bedford",41.513533,-89.720941,"",0,0,0
61348,17099,"La Salle","IL","61348 Oglesby",41.295100,-89.062979,"",0,0,0
61349,17011,"Bureau","IL","61349 Ohio",41.584869,-89.452154,"",0,0,0
61350,17099,"La Salle","IL","61350 Ottawa",41.348878,-88.846108,"",0,0,0
61353,17103,"Lee","IL","61353 Paw Paw",41.690814,-88.990400,"",0,0,0
61354,17099,"La Salle","IL","61354 Peru",41.331296,-89.125073,"",0,0,0
61356,17011,"Bureau","IL","61356 Princeton",41.368047,-89.457491,"",0,0,0
61358,17099,"La Salle","IL","61358 Rutland",40.987048,-89.038917,"",0,0,0
61359,17011,"Bureau","IL","61359 Seatonville",41.364801,-89.277543,"61356",0,0,0
61360,17099,"La Salle","IL","61360 Seneca",41.392077,-88.613667,"",0,0,0
61361,17011,"Bureau","IL","61361 Sheffield",41.422383,-89.732647,"",0,0,0
61362,17011,"Bureau","IL","61362 Spring Valley",41.327156,-89.206637,"",0,0,0
61363,17155,"Putnam","IL","61363 Standard",41.257605,-89.182282,"61326",0,0,0
61364,17099,"La Salle","IL","61364 Streator",41.129481,-88.829138,"",0,0,0
61367,17103,"Lee","IL","61367 Sublette",41.628441,-89.271132,"",0,0,0
61368,17011,"Bureau","IL","61368 Tiskilwa",41.280097,-89.524365,"",0,0,0
61369,17123,"Marshall","IL","61369 Toluca",40.993547,-89.161000,"",0,0,0
61370,17099,"La Salle","IL","61370 Tonica",41.206969,-89.051527,"",0,0,0
61371,17099,"La Salle","IL","61371 Triumph",41.498630,-89.021700,"61342",0,0,0
61372,17099,"La Salle","IL","61372 Troy Grove",41.467786,-89.083029,"61342",0,0,0
61373,17099,"La Salle","IL","61373 Utica",41.382147,-88.982101,"",0,0,0
61374,17011,"Bureau","IL","61374 Van Orin",41.551805,-89.353981,"61330",0,0,0
61375,17123,"Marshall","IL","61375 Varna",41.027340,-89.267657,"",0,0,0
61376,17011,"Bureau","IL","61376 Walnut",41.550664,-89.615528,"",0,0,0
61377,17123,"Marshall","IL","61377 Wenona",41.057186,-89.048437,"",0,0,0
61378,17103,"Lee","IL","61378 West Brooklyn",41.715630,-89.159056,"",0,0,0
61379,17011,"Bureau","IL","61379 Wyanet",41.356596,-89.581988,"",0,0,0
61401,17095,"Knox","IL","61401 Galesburg",40.945843,-90.369582,"",0,0,0
61402,17095,"Knox","IL","61402 Galesburg",40.947499,-90.362965,"61401",0,0,0
61410,17095,"Knox","IL","61410 Abingdon",40.802409,-90.399338,"",0,0,0
61411,17109,"McDonough","IL","61411 Adair",40.395323,-90.506151,"",0,0,0
61412,17187,"Warren","IL","61412 Alexis",41.062668,-90.559462,"",0,0,0
61413,17073,"Henry","IL","61413 Alpha",41.195086,-90.374664,"",0,0,0
61414,17095,"Knox","IL","61414 Altona",41.114206,-90.145994,"",0,0,0
61415,17187,"Warren","IL","61415 Avon",40.678489,-90.521693,"",0,0,0
61416,17109,"McDonough","IL","61416 Bardolph",40.495157,-90.564646,"61455",0,0,0
61417,17187,"Warren","IL","61417 Berwick",40.773992,-90.532010,"",0,0,0
61418,17071,"Henderson","IL","61418 Biggsville",40.852069,-90.866929,"",0,0,0
61419,17073,"Henry","IL","61419 Bishop Hill",41.200310,-90.118775,"61434",0,0,0
61420,17109,"McDonough","IL","61420 Blandinsville",40.522836,-90.885752,"",0,0,0
61421,17011,"Bureau","IL","61421 Bradford",41.169741,-89.582508,"",0,0,0
61422,17109,"McDonough","IL","61422 Bushnell",40.553865,-90.514418,"",0,0,0
61423,17187,"Warren","IL","61423 Cameron",40.882279,-90.505305,"",0,0,0
61424,17123,"Marshall","IL","61424 Camp Grove",41.077027,-89.633208,"61421",0,0,0
61425,17071,"Henderson","IL","61425 Carman",40.764917,-91.049735,"",0,0,0
61426,17175,"Stark","IL","61426 Castleton",41.117097,-89.706405,"61421",0,0,0
61427,17057,"Fulton","IL","61427 Cuba",40.523952,-90.177804,"",0,0,0
61428,17095,"Knox","IL","61428 Dahinda",40.953206,-90.118681,"",0,0,0
61430,17095,"Knox","IL","61430 East Galesburg",40.944429,-90.307998,"61448",0,0,0
61431,17057,"Fulton","IL","61431 Ellisville",40.587793,-90.271370,"",0,0,0
61432,17057,"Fulton","IL","61432 Fairview",40.656379,-90.139573,"",0,0,0
61433,17057,"Fulton","IL","61433 Fiatt",40.611034,-90.187690,"",0,0,0
61434,17073,"Henry","IL","61434 Galva",41.169267,-90.043337,"",0,0,0
61435,17187,"Warren","IL","61435 Gerlaw",41.004003,-90.591126,"",0,0,0
61436,17095,"Knox","IL","61436 Gilson",40.866107,-90.196297,"",0,0,0
61437,17071,"Henderson","IL","61437 Gladstone",40.847389,-90.979076,"",0,0,0
61438,17109,"McDonough","IL","61438 Good Hope",40.575332,-90.637309,"",0,0,0
61439,17095,"Knox","IL","61439 Henderson",41.024741,-90.356689,"61401",0,0,0
61440,17109,"McDonough","IL","61440 Industry",40.322505,-90.603810,"",0,0,0
61441,17057,"Fulton","IL","61441 Ipava",40.334625,-90.285459,"",0,0,0
61442,17131,"Mercer","IL","61442 Keithsburg",41.110285,-90.923039,"",0,0,0
61443,17073,"Henry","IL","61443 Kewanee",41.243132,-89.926383,"",0,0,0
61447,17187,"Warren","IL","61447 Kirkwood",40.864061,-90.722475,"",0,0,0
61448,17095,"Knox","IL","61448 Knoxville",40.904993,-90.281347,"",0,0,0
61449,17095,"Knox","IL","61449 La Fayette",41.091731,-90.003831,"",0,0,0
61450,17067,"Hancock","IL","61450 La Harpe",40.560130,-90.973164,"",0,0,0
61451,17143,"Peoria","IL","61451 Laura",40.945794,-89.942267,"",0,0,0
61452,17109,"McDonough","IL","61452 Littleton",40.278549,-90.640398,"",0,0,0
61453,17187,"Warren","IL","61453 Little York",41.005941,-90.746408,"",0,0,0
61454,17071,"Henderson","IL","61454 Lomax",40.677975,-91.002354,"",0,0,0
61455,17109,"McDonough","IL","61455 Macomb",40.462455,-90.677342,"",0,0,0
61458,17095,"Knox","IL","61458 Maquon",40.775497,-90.214577,"",0,0,0
61459,17057,"Fulton","IL","61459 Marietta",40.503490,-90.428342,"",0,0,0
61460,17071,"Henderson","IL","61460 Media",40.763296,-90.846391,"",0,0,0
61462,17187,"Warren","IL","61462 Monmouth",40.917048,-90.638384,"",0,0,0
61465,17131,"Mercer","IL","61465 New Windsor",41.196248,-90.489347,"",0,0,0
61466,17131,"Mercer","IL","61466 North Henderson",41.107659,-90.478601,"",0,0,0
61467,17095,"Knox","IL","61467 Oneida",41.068229,-90.248908,"",0,0,0
61468,17073,"Henry","IL","61468 Ophiem",41.252478,-90.392125,"61262",0,0,0
61469,17071,"Henderson","IL","61469 Oquawka",40.942471,-90.877570,"",0,0,0
61470,17109,"McDonough","IL","61470 Prairie City",40.616264,-90.465189,"",0,0,0
61471,17071,"Henderson","IL","61471 Raritan",40.678545,-90.846239,"",0,0,0
61472,17095,"Knox","IL","61472 Rio",41.100862,-90.400026,"",0,0,0
61473,17187,"Warren","IL","61473 Roseville",40.732614,-90.684468,"",0,0,0
61474,17095,"Knox","IL","61474 Saint Augustine",40.737540,-90.386436,"",0,0,0
61475,17109,"McDonough","IL","61475 Sciota",40.549252,-90.751669,"",0,0,0
61476,17131,"Mercer","IL","61476 Seaton",41.108090,-90.824044,"",0,0,0
61477,17057,"Fulton","IL","61477 Smithfield",40.502542,-90.314227,"",0,0,0
61478,17187,"Warren","IL","61478 Smithshire",40.749891,-90.759784,"",0,0,0
61479,17175,"Stark","IL","61479 Speer",41.054992,-89.808464,"",0,0,0
61480,17071,"Henderson","IL","61480 Stronghurst",40.746116,-90.911749,"",0,0,0
61482,17057,"Fulton","IL","61482 Table Grove",40.403070,-90.418754,"",0,0,0
61483,17175,"Stark","IL","61483 Toulon",41.096818,-89.870496,"",0,0,0
61484,17109,"McDonough","IL","61484 Vermont",40.299538,-90.488466,"",0,0,0
61485,17095,"Knox","IL","61485 Victoria",41.006774,-90.098274,"",0,0,0
61486,17131,"Mercer","IL","61486 Viola",41.201679,-90.576328,"",0,0,0
61488,17095,"Knox","IL","61488 Wataga",41.024621,-90.314628,"",0,0,0
61489,17095,"Knox","IL","61489 Williamsfield",40.962109,-90.013944,"",0,0,0
61490,17073,"Henry","IL","61490 Woodhull",41.192857,-90.247085,"",0,0,0
61491,17175,"Stark","IL","61491 Wyoming",41.065664,-89.775001,"",0,0,0
61501,17057,"Fulton","IL","61501 Astoria",40.247125,-90.300746,"",0,0,0
61516,17203,"Woodford","IL","61516 Benson",40.853287,-89.148189,"",0,0,0
61517,17143,"Peoria","IL","61517 Brimfield",40.819890,-89.839259,"",0,0,0
61519,17057,"Fulton","IL","61519 Bryant",40.475537,-90.054826,"",0,0,0
61520,17057,"Fulton","IL","61520 Canton",40.560609,-90.027250,"",0,0,0
61523,17143,"Peoria","IL","61523 Chillicothe",40.909289,-89.507252,"",0,0,0
61524,17057,"Fulton","IL","61524 Dunfermline",40.476769,-90.011220,"",0,0,0
61525,17143,"Peoria","IL","61525 Dunlap",40.842555,-89.635505,"",0,0,0
61526,17143,"Peoria","IL","61526 Edelstein",40.924605,-89.639113,"",0,0,0
61528,17143,"Peoria","IL","61528 Edwards",40.778319,-89.727529,"",0,0,0
61529,17143,"Peoria","IL","61529 Elmwood",40.740682,-89.909089,"",0,0,0
61530,17203,"Woodford","IL","61530 Eureka",40.714433,-89.268968,"",0,0,0
61531,17057,"Fulton","IL","61531 Farmington",40.695359,-90.005630,"",0,0,0
61532,17125,"Mason","IL","61532 Forest City",40.376385,-89.819203,"",0,0,0
61533,17143,"Peoria","IL","61533 Glasford",40.596102,-89.852063,"",0,0,0
61534,17179,"Tazewell","IL","61534 Green Valley",40.418560,-89.652752,"",0,0,0
61535,17179,"Tazewell","IL","61535 Groveland",40.571635,-89.532575,"",0,0,0
61536,17143,"Peoria","IL","61536 Hanna City",40.694557,-89.791687,"",0,0,0
61537,17123,"Marshall","IL","61537 Henry",41.109821,-89.361826,"",0,0,0
61539,17143,"Peoria","IL","61539 Kingston Mines",40.558195,-89.775189,"61547",0,0,0
61540,17123,"Marshall","IL","61540 Lacon",41.018461,-89.405158,"",0,0,0
61541,17123,"Marshall","IL","61541 La Rose",40.983891,-89.234288,"61375",0,0,0
61542,17057,"Fulton","IL","61542 Lewistown",40.390143,-90.155165,"",0,0,0
61543,17057,"Fulton","IL","61543 Liverpool",40.405985,-90.003804,"",0,0,0
61544,17057,"Fulton","IL","61544 London Mills",40.695424,-90.229646,"",0,0,0
61545,17203,"Woodford","IL","61545 Lowpoint",40.872223,-89.344611,"",0,0,0
61546,17179,"Tazewell","IL","61546 Manito",40.463475,-89.818508,"",0,0,0
61547,17143,"Peoria","IL","61547 Mapleton",40.606452,-89.756159,"",0,0,0
61548,17203,"Woodford","IL","61548 Metamora",40.769057,-89.432318,"",0,0,0
61550,17179,"Tazewell","IL","61550 Morton",40.615088,-89.465834,"",0,0,0
61552,17143,"Peoria","IL","61552 Mossville",40.820510,-89.568686,"",0,0,0
61553,17057,"Fulton","IL","61553 Norris",40.625804,-90.031981,"61531",0,0,0
61554,17179,"Tazewell","IL","61554 Pekin",40.569747,-89.631442,"",0,0,0
61555,17179,"Tazewell","IL","61555 Pekin",40.567401,-89.645023,"61554",0,0,0
61558,17179,"Tazewell","IL","61558 Pekin",40.553473,-89.609425,"61554",0,0,0
61559,17143,"Peoria","IL","61559 Princeville",40.934694,-89.793997,"",0,0,0
61560,17155,"Putnam","IL","61560 Putnam",41.200683,-89.434620,"",0,0,0
61561,17203,"Woodford","IL","61561 Roanoke",40.793519,-89.203925,"",0,0,0
61562,17143,"Peoria","IL","61562 Rome",40.878648,-89.502597,"61523",0,0,0
61563,17057,"Fulton","IL","61563 Saint David",40.514085,-90.090534,"",0,0,0
61564,17179,"Tazewell","IL","61564 South Pekin",40.567401,-89.645023,"61554",0,0,0
61565,17123,"Marshall","IL","61565 Sparland",41.031407,-89.520348,"",0,0,0
61567,17125,"Mason","IL","61567 Topeka",40.372989,-89.894686,"",0,0,0
61568,17179,"Tazewell","IL","61568 Tremont",40.525201,-89.489773,"",0,0,0
61569,17143,"Peoria","IL","61569 Trivoli",40.676785,-89.891351,"",0,0,0
61570,17203,"Woodford","IL","61570 Washburn",40.917323,-89.299237,"",0,0,0
61571,17179,"Tazewell","IL","61571 Washington",40.698249,-89.435597,"",0,0,0
61572,17095,"Knox","IL","61572 Yates City",40.804025,-90.036568,"",0,0,0
61601,17143,"Peoria","IL","61601 Peoria",40.685601,-89.595443,"61602",0,0,0
61602,17143,"Peoria","IL","61602 Peoria",40.692610,-89.590947,"",0,0,0
61603,17143,"Peoria","IL","61603 Peoria",40.712836,-89.580019,"",0,0,0
61604,17143,"Peoria","IL","61604 Peoria",40.707064,-89.633763,"",0,0,0
61605,17143,"Peoria","IL","61605 Peoria",40.680493,-89.628899,"",0,0,0
61606,17143,"Peoria","IL","61606 Peoria",40.698777,-89.611796,"",0,0,0
61607,17143,"Peoria","IL","61607 Peoria",40.645166,-89.672475,"",0,0,0
61610,17179,"Tazewell","IL","61610 Creve Coeur",40.640946,-89.586659,"",0,0,0
61611,17179,"Tazewell","IL","61611 East Peoria",40.680288,-89.535734,"",0,0,0
61612,17143,"Peoria","IL","61612 Peoria",40.746757,-89.603058,"61614",0,0,0
61613,17143,"Peoria","IL","61613 Peoria",40.742022,-89.627422,"61615",0,0,0
61614,17143,"Peoria","IL","61614 Peoria",40.754274,-89.613394,"",0,0,0
61615,17143,"Peoria","IL","61615 Peoria",40.764795,-89.650696,"",0,0,0
61616,17143,"Peoria","IL","61616 Peoria Heights",40.742656,-89.572175,"",0,0,0
61625,17143,"Peoria","IL","61625 Peoria",40.698093,-89.616000,"",0,0,0
61629,17143,"Peoria","IL","61629 Peoria",40.691738,-89.589346,"61602",0,0,0
61630,17143,"Peoria","IL","61630 Peoria",40.681094,-89.603353,"61602",0,0,0
61633,17143,"Peoria","IL","61633 Peoria",40.730851,-89.603084,"61604",0,0,0
61634,17143,"Peoria","IL","61634 Peoria",40.689408,-89.592207,"61602",0,0,0
61635,17179,"Tazewell","IL","61635 Peoria",40.704668,-89.521896,"",0,0,0
61636,17143,"Peoria","IL","61636 Peoria",40.699668,-89.595081,"61602",0,0,0
61637,17143,"Peoria","IL","61637 Peoria",40.701856,-89.590979,"61603",0,0,0
61638,17143,"Peoria","IL","61638 Peoria",40.796752,-89.611379,"61615",0,0,0
61639,17143,"Peoria","IL","61639 Peoria",40.709157,-89.564003,"61603",0,0,0
61641,17143,"Peoria","IL","61641 Peoria",40.633636,-89.652162,"61607",0,0,0
61643,17143,"Peoria","IL","61643 Peoria",40.724785,-89.556756,"61614",0,0,0
61650,17143,"Peoria","IL","61650 Peoria",40.685601,-89.595443,"61602",0,0,0
61651,17143,"Peoria","IL","61651 Peoria",40.685601,-89.595443,"61602",0,0,0
61652,17143,"Peoria","IL","61652 Peoria",40.685601,-89.595443,"61602",0,0,0
61653,17143,"Peoria","IL","61653 Peoria",40.685601,-89.595443,"61602",0,0,0
61654,17143,"Peoria","IL","61654 Peoria",40.685601,-89.595443,"61602",0,0,0
61655,17143,"Peoria","IL","61655 Peoria",40.685254,-89.594985,"61602",0,0,0
61656,17143,"Peoria","IL","61656 Peoria",40.685601,-89.595443,"61602",0,0,0
61701,17113,"McLean","IL","61701 Bloomington",40.478843,-88.987118,"",0,0,0
61702,17113,"McLean","IL","61702 Bloomington",40.488745,-88.956457,"61701",0,0,0
61704,17113,"McLean","IL","61704 Bloomington",40.479919,-88.947580,"",0,0,0
61709,17113,"McLean","IL","61709 Bloomington",40.459208,-88.958417,"61704",0,0,0
61710,17113,"McLean","IL","61710 Bloomington",40.476815,-88.952864,"61701",0,0,0
61720,17113,"McLean","IL","61720 Anchor",40.543674,-88.516472,"",0,0,0
61721,17179,"Tazewell","IL","61721 Armington",40.361202,-89.321488,"",0,0,0
61722,17113,"McLean","IL","61722 Arrowsmith",40.391118,-88.628916,"",0,0,0
61723,17107,"Logan","IL","61723 Atlanta",40.280887,-89.294637,"",0,0,0
61724,17113,"McLean","IL","61724 Bellflower",40.332667,-88.526824,"",0,0,0
61725,17113,"McLean","IL","61725 Carlock",40.608877,-89.111271,"",0,0,0
61726,17113,"McLean","IL","61726 Chenoa",40.742824,-88.716169,"",0,0,0
61727,17039,"De Witt","IL","61727 Clinton",40.153679,-88.958351,"",0,0,0
61728,17113,"McLean","IL","61728 Colfax",40.567094,-88.621294,"",0,0,0
61729,17203,"Woodford","IL","61729 Congerville",40.645247,-89.227686,"",0,0,0
61730,17113,"McLean","IL","61730 Cooksville",40.530264,-88.735282,"",0,0,0
61731,17113,"McLean","IL","61731 Cropsey",40.603546,-88.497647,"",0,0,0
61732,17113,"McLean","IL","61732 Danvers",40.527486,-89.196733,"",0,0,0
61733,17179,"Tazewell","IL","61733 Deer Creek",40.618941,-89.327452,"",0,0,0
61734,17179,"Tazewell","IL","61734 Delavan",40.379520,-89.538124,"",0,0,0
61735,17039,"De Witt","IL","61735 DeWitt",40.178010,-88.787430,"",0,0,0
61736,17113,"McLean","IL","61736 Downs",40.385220,-88.843497,"",0,0,0
61737,17113,"McLean","IL","61737 Ellsworth",40.442656,-88.745823,"",0,0,0
61738,17203,"Woodford","IL","61738 El Paso",40.737553,-89.019230,"",0,0,0
61739,17105,"Livingston","IL","61739 Fairbury",40.746912,-88.513325,"",0,0,0
61740,17105,"Livingston","IL","61740 Flanagan",40.872252,-88.855505,"",0,0,0
61741,17105,"Livingston","IL","61741 Forrest",40.749559,-88.409037,"",0,0,0
61742,17203,"Woodford","IL","61742 Goodfield",40.627331,-89.269491,"",0,0,0
61743,17105,"Livingston","IL","61743 Graymont",40.857504,-88.772368,"",0,0,0
61744,17113,"McLean","IL","61744 Gridley",40.739564,-88.889978,"",0,0,0
