"ZIP","FIPS","CountyName","St","Name","Lat","Long","Enc_ZIP","Pops","Area","PopDensity"
60426,17031,"Cook","IL","60426 Harvey",41.613481,-87.649749,"",0,0,0
60428,17031,"Cook","IL","60428 Markham",41.594001,-87.687094,"",0,0,0
60429,17031,"Cook","IL","60429 Hazel Crest",41.576636,-87.684630,"",0,0,0
60430,17031,"Cook","IL","60430 Homewood",41.555318,-87.665324,"",0,0,0
60431,17197,"Will","IL","60431 Joliet",41.536195,-88.186826,"",0,0,0
60432,17197,"Will","IL","60432 Joliet",41.531700,-88.055124,"",0,0,0
60433,17197,"Will","IL","60433 Joliet",41.517691,-88.047741,"",0,0,0
60434,17197,"Will","IL","60434 Joliet",41.515060,-88.134550,"60436",0,0,0
60435,17197,"Will","IL","60435 Joliet",41.548037,-88.115827,"",0,0,0
60436,17197,"Will","IL","60436 Joliet",41.514382,-88.114816,"",0,0,0
60437,17063,"Grundy","IL","60437 Kinsman",41.166475,-88.557510,"",0,0,0
60438,17031,"Cook","IL","60438 Lansing",41.564744,-87.544137,"",0,0,0
60439,17031,"Cook","IL","60439 Lemont",41.670069,-87.983256,"",0,0,0
60440,17197,"Will","IL","60440 Bolingbrook",41.705824,-88.080724,"",0,0,0
60441,17197,"Will","IL","60441 Lockport",41.585812,-88.037084,"",0,0,0
60442,17197,"Will","IL","60442 Manhattan",41.424928,-87.971199,"",0,0,0
60443,17031,"Cook","IL","60443 Matteson",41.508115,-87.732501,"",0,0,0
60444,17063,"Grundy","IL","60444 Mazon",41.241692,-88.399705,"",0,0,0
60445,17031,"Cook","IL","60445 Midlothian",41.636788,-87.732787,"",0,0,0
60446,17197,"Will","IL","60446 Romeoville",41.635462,-88.111465,"",0,0,0
60447,17063,"Grundy","IL","60447 Minooka",41.455162,-88.265169,"",0,0,0
60448,17197,"Will","IL","60448 Mokena",41.537939,-87.884772,"",0,0,0
60449,17197,"Will","IL","60449 Monee",41.420790,-87.756304,"",0,0,0
60450,17063,"Grundy","IL","60450 Morris",41.367313,-88.425562,"",0,0,0
60451,17197,"Will","IL","60451 New Lenox",41.505322,-87.967890,"",0,0,0
60452,17031,"Cook","IL","60452 Oak Forest",41.610285,-87.751262,"",0,0,0
60453,17031,"Cook","IL","60453 Oak Lawn",41.715391,-87.750304,"",0,0,0
60454,17031,"Cook","IL","60454 Oak Lawn",41.709118,-87.802021,"60455",0,0,0
60455,17031,"Cook","IL","60455 Bridgeview",41.744924,-87.803265,"",0,0,0
60456,17031,"Cook","IL","60456 Hometown",41.731017,-87.729501,"",0,0,0
60457,17031,"Cook","IL","60457 Hickory Hills",41.729706,-87.827992,"",0,0,0
60458,17031,"Cook","IL","60458 Justice",41.744382,-87.832343,"",0,0,0
60459,17031,"Cook","IL","60459 Burbank",41.744595,-87.773184,"",0,0,0
60460,17105,"Livingston","IL","60460 Odell",41.002188,-88.522479,"",0,0,0
60461,17031,"Cook","IL","60461 Olympia Fields",41.515206,-87.697840,"",0,0,0
60462,17031,"Cook","IL","60462 Orland Park",41.620884,-87.838769,"",0,0,0
60463,17031,"Cook","IL","60463 Palos Heights",41.656908,-87.793707,"",0,0,0
60464,17031,"Cook","IL","60464 Palos Park",41.657623,-87.855203,"",0,0,0
60465,17031,"Cook","IL","60465 Palos Hills",41.699984,-87.823101,"",0,0,0
60466,17031,"Cook","IL","60466 Park Forest",41.473571,-87.682682,"",0,0,0
60467,17031,"Cook","IL","60467 Orland Park",41.594756,-87.885867,"",0,0,0
60468,17197,"Will","IL","60468 Peotone",41.332663,-87.793748,"",0,0,0
60469,17031,"Cook","IL","60469 Posen",41.627480,-87.686174,"",0,0,0
60470,17099,"La Salle","IL","60470 Ransom",41.165791,-88.654281,"",0,0,0
60471,17031,"Cook","IL","60471 Richton Park",41.483590,-87.717930,"",0,0,0
60472,17031,"Cook","IL","60472 Robbins",41.644078,-87.706101,"",0,0,0
60473,17031,"Cook","IL","60473 South Holland",41.598797,-87.597632,"",0,0,0
60474,17063,"Grundy","IL","60474 South Wilmington",41.172787,-88.275576,"60424",0,0,0
60475,17197,"Will","IL","60475 Steger",41.469774,-87.637330,"",0,0,0
60476,17031,"Cook","IL","60476 Thornton",41.571176,-87.607184,"",0,0,0
60477,17031,"Cook","IL","60477 Tinley Park",41.574789,-87.800637,"",0,0,0
60478,17031,"Cook","IL","60478 Country Club Hills",41.562394,-87.718630,"",0,0,0
60479,17063,"Grundy","IL","60479 Verona",41.224520,-88.524991,"",0,0,0
60480,17031,"Cook","IL","60480 Willow Springs",41.733724,-87.877260,"",0,0,0
60481,17197,"Will","IL","60481 Wilmington",41.299397,-88.139159,"",0,0,0
60482,17031,"Cook","IL","60482 Worth",41.690969,-87.794083,"",0,0,0
60483,17031,"Cook","IL","60483 Tinley Park",41.580426,-87.794184,"60477",0,0,0
60490,17197,"Will","IL","60490 Bolingbrook",41.681798,-88.133600,"",0,0,0
60491,17197,"Will","IL","60491 Homer Glen",41.614093,-87.951752,"",0,0,0
60499,17031,"Cook","IL","60499 Bedford Park",41.759496,-87.786722,"60638",0,0,0
60501,17031,"Cook","IL","60501 Summit Argo",41.780771,-87.809323,"",0,0,0
60502,17043,"DuPage","IL","60502 Aurora",41.785996,-88.250381,"",0,0,0
60503,17197,"Will","IL","60503 Aurora",41.715613,-88.256346,"",0,0,0
60504,17043,"DuPage","IL","60504 Aurora",41.740800,-88.245568,"",0,0,0
60505,17089,"Kane","IL","60505 Aurora",41.760696,-88.293283,"",0,0,0
60506,17089,"Kane","IL","60506 Aurora",41.767332,-88.354504,"",0,0,0
60507,17089,"Kane","IL","60507 Aurora",41.766611,-88.306713,"60505",0,0,0
60510,17089,"Kane","IL","60510 Batavia",41.845151,-88.312342,"",0,0,0
60511,17089,"Kane","IL","60511 Big Rock",41.758140,-88.547109,"",0,0,0
60512,17093,"Kendall","IL","60512 Bristol",41.699984,-88.421983,"",0,0,0
60513,17031,"Cook","IL","60513 Brookfield",41.822560,-87.848823,"",0,0,0
60514,17043,"DuPage","IL","60514 Clarendon Hills",41.795672,-87.957793,"",0,0,0
60515,17043,"DuPage","IL","60515 Downers Grove",41.799208,-88.014428,"",0,0,0
60516,17043,"DuPage","IL","60516 Downers Grove",41.763662,-88.013135,"",0,0,0
60517,17043,"DuPage","IL","60517 Woodridge",41.752048,-88.043878,"",0,0,0
60518,17099,"La Salle","IL","60518 Earlville",41.589633,-88.920928,"",0,0,0
60519,17043,"DuPage","IL","60519 Eola",41.779067,-88.242318,"60502",0,0,0
60520,17037,"DeKalb","IL","60520 Hinckley",41.767986,-88.641725,"",0,0,0
60521,17043,"DuPage","IL","60521 Hinsdale",41.796396,-87.928293,"",0,0,0
60522,17043,"DuPage","IL","60522 Hinsdale",41.841848,-87.951062,"60523",0,0,0
60523,17043,"DuPage","IL","60523 Oak Brook",41.839479,-87.962831,"",0,0,0
60525,17031,"Cook","IL","60525 La Grange",41.787089,-87.874312,"",0,0,0
60526,17031,"Cook","IL","60526 La Grange Park",41.833736,-87.869138,"",0,0,0
60527,17043,"DuPage","IL","60527 Willowbrook",41.747990,-87.933665,"",0,0,0
60530,17103,"Lee","IL","60530 Lee",41.780936,-88.961513,"",0,0,0
60531,17099,"La Salle","IL","60531 Leland",41.601913,-88.769692,"",0,0,0
60532,17043,"DuPage","IL","60532 Lisle",41.785349,-88.079455,"",0,0,0
60534,17031,"Cook","IL","60534 Lyons",41.813998,-87.825492,"",0,0,0
60536,17093,"Kendall","IL","60536 Millbrook",41.598025,-88.553280,"60541",0,0,0
60537,17093,"Kendall","IL","60537 Millington",41.563029,-88.599119,"60541",0,0,0
60538,17093,"Kendall","IL","60538 Montgomery",41.717984,-88.334551,"",0,0,0
60539,17089,"Kane","IL","60539 Mooseheart",41.829202,-88.333633,"",0,0,0
60540,17043,"DuPage","IL","60540 Naperville",41.765202,-88.147280,"",0,0,0
60541,17093,"Kendall","IL","60541 Newark",41.492777,-88.509954,"",0,0,0
60542,17089,"Kane","IL","60542 North Aurora",41.809149,-88.332583,"",0,0,0
60543,17093,"Kendall","IL","60543 Oswego",41.690824,-88.344770,"",0,0,0
60544,17197,"Will","IL","60544 Plainfield",41.628225,-88.172807,"",0,0,0
60545,17093,"Kendall","IL","60545 Plano",41.663855,-88.537776,"",0,0,0
60546,17031,"Cook","IL","60546 Riverside",41.835949,-87.824140,"",0,0,0
60548,17037,"DeKalb","IL","60548 Sandwich",41.638563,-88.621624,"",0,0,0
60549,17099,"La Salle","IL","60549 Serena",41.485034,-88.747476,"",0,0,0
60550,17037,"DeKalb","IL","60550 Shabbona",41.775510,-88.877165,"",0,0,0
60551,17099,"La Salle","IL","60551 Sheridan",41.529917,-88.680693,"",0,0,0
60552,17037,"DeKalb","IL","60552 Somonauk",41.637176,-88.682420,"",0,0,0
60553,17103,"Lee","IL","60553 Steward",41.809282,-89.024322,"",0,0,0
60554,17089,"Kane","IL","60554 Sugar Grove",41.772142,-88.438156,"",0,0,0
60555,17043,"DuPage","IL","60555 Warrenville",41.831317,-88.190333,"",0,0,0
60556,17037,"DeKalb","IL","60556 Waterman",41.767382,-88.773827,"",0,0,0
60557,17099,"La Salle","IL","60557 Wedron",41.435789,-88.773343,"61350",0,0,0
60558,17031,"Cook","IL","60558 Western Springs",41.804222,-87.897221,"",0,0,0
60559,17043,"DuPage","IL","60559 Westmont",41.791362,-87.979379,"",0,0,0
60560,17093,"Kendall","IL","60560 Yorkville",41.636633,-88.442176,"",0,0,0
60561,17043,"DuPage","IL","60561 Darien",41.745130,-87.984285,"",0,0,0
60563,17043,"DuPage","IL","60563 Naperville",41.790365,-88.172099,"",0,0,0
60564,17197,"Will","IL","60564 Naperville",41.712943,-88.196501,"",0,0,0
60565,17043,"DuPage","IL","60565 Naperville",41.733562,-88.128735,"",0,0,0
60566,17043,"DuPage","IL","60566 Naperville",41.769015,-88.186503,"60540",0,0,0
60567,17043,"DuPage","IL","60567 Naperville",41.769015,-88.186503,"60540",0,0,0
60568,17089,"Kane","IL","60568 Aurora",41.766611,-88.306713,"60505",0,0,0
60570,17031,"Cook","IL","60570 Hinsdale",41.847899,-87.902876,"60154",0,0,0
60572,17043,"DuPage","IL","60572 Aurora",41.763003,-88.224019,"60504",0,0,0
60585,17197,"Will","IL","60585 Plainfield",41.644653,-88.210362,"",0,0,0
60586,17197,"Will","IL","60586 Plainfield",41.559999,-88.213396,"",0,0,0
60597,17043,"DuPage","IL","60597 Fox Valley",41.763003,-88.224019,"60504",0,0,0
60598,17089,"Kane","IL","60598 Aurora",41.766611,-88.306713,"60505",0,0,0
60599,17043,"DuPage","IL","60599 Fox Valley",41.763003,-88.224019,"60504",0,0,0
60601,17031,"Cook","IL","60601 Chicago",41.885649,-87.622289,"",0,0,0
60602,17031,"Cook","IL","60602 Chicago",41.883213,-87.628662,"",0,0,0
60603,17031,"Cook","IL","60603 Chicago",41.880712,-87.629275,"",0,0,0
60604,17031,"Cook","IL","60604 Chicago",41.877516,-87.629700,"",0,0,0
60605,17031,"Cook","IL","60605 Chicago",41.869267,-87.626136,"",0,0,0
60606,17031,"Cook","IL","60606 Chicago",41.882303,-87.637028,"",0,0,0
60607,17031,"Cook","IL","60607 Chicago",41.874263,-87.657505,"",0,0,0
60608,17031,"Cook","IL","60608 Chicago",41.850743,-87.673342,"",0,0,0
60609,17031,"Cook","IL","60609 Chicago",41.806724,-87.660522,"",0,0,0
60610,17031,"Cook","IL","60610 Chicago",41.901525,-87.634390,"",0,0,0
60611,17031,"Cook","IL","60611 Chicago",41.894969,-87.621618,"",0,0,0
60612,17031,"Cook","IL","60612 Chicago",41.881166,-87.685984,"",0,0,0
60613,17031,"Cook","IL","60613 Chicago",41.953586,-87.653768,"",0,0,0
60614,17031,"Cook","IL","60614 Chicago",41.923642,-87.648311,"",0,0,0
60615,17031,"Cook","IL","60615 Chicago",41.800809,-87.599334,"",0,0,0
60616,17031,"Cook","IL","60616 Chicago",41.843154,-87.630129,"",0,0,0
60617,17031,"Cook","IL","60617 Chicago",41.724373,-87.556622,"",0,0,0
60618,17031,"Cook","IL","60618 Chicago",41.944759,-87.704210,"",0,0,0
60619,17031,"Cook","IL","60619 Chicago",41.743984,-87.607488,"",0,0,0
60620,17031,"Cook","IL","60620 Chicago",41.742820,-87.653458,"",0,0,0
60621,17031,"Cook","IL","60621 Chicago",41.773285,-87.642700,"",0,0,0
60622,17031,"Cook","IL","60622 Chicago",41.901327,-87.679005,"",0,0,0
60623,17031,"Cook","IL","60623 Chicago",41.849394,-87.718477,"",0,0,0
60624,17031,"Cook","IL","60624 Chicago",41.878825,-87.724124,"",0,0,0
60625,17031,"Cook","IL","60625 Chicago",41.972118,-87.703447,"",0,0,0
60626,17031,"Cook","IL","60626 Chicago",42.010346,-87.666433,"",0,0,0
60628,17031,"Cook","IL","60628 Chicago",41.693653,-87.623099,"",0,0,0
60629,17031,"Cook","IL","60629 Chicago",41.777886,-87.707366,"",0,0,0
60630,17031,"Cook","IL","60630 Chicago",41.972430,-87.759245,"",0,0,0
60631,17031,"Cook","IL","60631 Chicago",41.999453,-87.808085,"",0,0,0
60632,17031,"Cook","IL","60632 Chicago",41.809163,-87.706386,"",0,0,0
60633,17031,"Cook","IL","60633 Chicago",41.650064,-87.544562,"",0,0,0
60634,17031,"Cook","IL","60634 Chicago",41.945944,-87.799532,"",0,0,0
60636,17031,"Cook","IL","60636 Chicago",41.773903,-87.665761,"",0,0,0
60637,17031,"Cook","IL","60637 Chicago",41.781193,-87.604207,"",0,0,0
60638,17031,"Cook","IL","60638 Chicago",41.787230,-87.774216,"",0,0,0
60639,17031,"Cook","IL","60639 Chicago",41.922250,-87.754465,"",0,0,0
60640,17031,"Cook","IL","60640 Chicago",41.972602,-87.663928,"",0,0,0
60641,17031,"Cook","IL","60641 Chicago",41.945131,-87.748066,"",0,0,0
60643,17031,"Cook","IL","60643 Chicago",41.697760,-87.659384,"",0,0,0
60644,17031,"Cook","IL","60644 Chicago",41.884508,-87.758803,"",0,0,0
60645,17031,"Cook","IL","60645 Chicago",42.009541,-87.691453,"",0,0,0
60646,17031,"Cook","IL","60646 Chicago",41.994869,-87.758342,"",0,0,0
60647,17031,"Cook","IL","60647 Chicago",41.921701,-87.702198,"",0,0,0
60649,17031,"Cook","IL","60649 Chicago",41.761778,-87.568828,"",0,0,0
60651,17031,"Cook","IL","60651 Chicago",41.905308,-87.736024,"",0,0,0
60652,17031,"Cook","IL","60652 Chicago",41.744039,-87.716078,"",0,0,0
60653,17031,"Cook","IL","60653 Chicago",41.818554,-87.608133,"",0,0,0
60654,17031,"Cook","IL","60654 Chicago",41.887898,-87.635651,"",0,0,0
60655,17031,"Cook","IL","60655 Chicago",41.696101,-87.702562,"",0,0,0
60656,17031,"Cook","IL","60656 Chicago",41.975026,-87.820052,"",0,0,0
60657,17031,"Cook","IL","60657 Chicago",41.938965,-87.652760,"",0,0,0
60659,17031,"Cook","IL","60659 Chicago",41.992011,-87.696970,"",0,0,0
60660,17031,"Cook","IL","60660 Chicago",41.988944,-87.662182,"",0,0,0
60661,17031,"Cook","IL","60661 Chicago",41.881838,-87.643097,"",0,0,0
60663,17031,"Cook","IL","60663 Chicago",41.884477,-87.634361,"60606",0,0,0
60664,17031,"Cook","IL","60664 Chicago",41.884497,-87.631118,"60601",0,0,0
60666,17031,"Cook","IL","60666 Amf Ohare",41.984619,-87.885522,"",0,0,0
60668,17031,"Cook","IL","60668 Chicago",41.853366,-87.629782,"60616",0,0,0
60670,17031,"Cook","IL","60670 Chicago",41.881927,-87.629425,"60603",0,0,0
60673,17031,"Cook","IL","60673 Chicago",41.886729,-87.635450,"60606",0,0,0
60674,17031,"Cook","IL","60674 Chicago",41.879991,-87.632334,"60603",0,0,0
60675,17031,"Cook","IL","60675 Chicago",41.880989,-87.632319,"60603",0,0,0
60677,17031,"Cook","IL","60677 Chicago",41.881901,-87.636918,"60606",0,0,0
60678,17031,"Cook","IL","60678 Chicago",41.882727,-87.632415,"60602",0,0,0
60679,17031,"Cook","IL","60679 Chicago",41.878017,-87.638201,"60606",0,0,0
60680,17031,"Cook","IL","60680 Chicago",41.876835,-87.638170,"60606",0,0,0
60681,17031,"Cook","IL","60681 Chicago",41.884482,-87.623975,"60601",0,0,0
60682,17031,"Cook","IL","60682 Chicago",41.874408,-87.636465,"60607",0,0,0
60684,17031,"Cook","IL","60684 Chicago",41.879004,-87.636760,"60606",0,0,0
60685,17031,"Cook","IL","60685 Chicago",41.878284,-87.625682,"60604",0,0,0
60686,17031,"Cook","IL","60686 Chicago",41.879228,-87.686364,"60612",0,0,0
60687,17031,"Cook","IL","60687 Chicago",41.880532,-87.624421,"60603",0,0,0
60688,17031,"Cook","IL","60688 Chicago",41.957244,-87.914792,"60666",0,0,0
60689,17031,"Cook","IL","60689 Chicago",41.874426,-87.637379,"60607",0,0,0
60690,17031,"Cook","IL","60690 Chicago",41.879345,-87.630825,"60604",0,0,0
60691,17031,"Cook","IL","60691 Chicago",41.879345,-87.630825,"60604",0,0,0
60693,17031,"Cook","IL","60693 Chicago",41.878714,-87.632296,"60604",0,0,0
60694,17031,"Cook","IL","60694 Chicago",41.880739,-87.631314,"60603",0,0,0
60695,17031,"Cook","IL","60695 Chicago",41.874367,-87.637392,"60607",0,0,0
60696,17031,"Cook","IL","60696 Chicago",41.879179,-87.630789,"60604",0,0,0
60697,17031,"Cook","IL","60697 Chicago",41.878714,-87.632296,"60604",0,0,0
60699,17031,"Cook","IL","60699 Chicago",41.874417,-87.638361,"60607",0,0,0
60701,17031,"Cook","IL","60701 Chicago",41.954261,-87.893069,"60131",0,0,0
60706,17031,"Cook","IL","60706 Harwood Heights",41.962634,-87.818756,"",0,0,0
60707,17031,"Cook","IL","60707 Elmwood Park",41.921732,-87.808526,"",0,0,0
60712,17031,"Cook","IL","60712 Lincolnwood",42.004385,-87.735204,"",0,0,0
60714,17031,"Cook","IL","60714 Niles",42.034989,-87.818497,"",0,0,0
60803,17031,"Cook","IL","60803 Alsip",41.674005,-87.725579,"",0,0,0
60804,17031,"Cook","IL","60804 Cicero",41.847360,-87.759357,"",0,0,0
60805,17031,"Cook","IL","60805 Evergreen Park",41.717056,-87.705013,"",0,0,0
60827,17031,"Cook","IL","60827 Riverdale",41.646703,-87.637634,"",0,0,0
60901,17091,"Kankakee","IL","60901 Kankakee",41.116952,-87.869170,"",0,0,0
60910,17091,"Kankakee","IL","60910 Aroma Park",41.078589,-87.805844,"60964",0,0,0
60911,17075,"Iroquois","IL","60911 Ashkum",40.879585,-87.953533,"",0,0,0
60912,17075,"Iroquois","IL","60912 Beaverville",40.994486,-87.590755,"",0,0,0
60913,17091,"Kankakee","IL","60913 Bonfield",41.144204,-88.068670,"",0,0,0
60914,17091,"Kankakee","IL","60914 Bourbonnais",41.167549,-87.872289,"",0,0,0
60915,17091,"Kankakee","IL","60915 Bradley",41.144476,-87.855107,"",0,0,0
60917,17091,"Kankakee","IL","60917 Buckingham",41.054259,-88.188840,"",0,0,0
60918,17075,"Iroquois","IL","60918 Buckley",40.590291,-88.022533,"",0,0,0
60919,17053,"Ford","IL","60919 Cabery",40.981586,-88.189113,"",0,0,0
60920,17105,"Livingston","IL","60920 Campus",41.024484,-88.305683,"60420",0,0,0
60921,17105,"Livingston","IL","60921 Chatsworth",40.757917,-88.296964,"",0,0,0
60922,17091,"Kankakee","IL","60922 Chebanse",41.017198,-87.920378,"",0,0,0
60924,17075,"Iroquois","IL","60924 Cissna Park",40.564976,-87.891676,"",0,0,0
60926,17075,"Iroquois","IL","60926 Claytonville",40.567133,-87.822877,"60924",0,0,0
60927,17075,"Iroquois","IL","60927 Clifton",40.932023,-87.934808,"",0,0,0
60928,17075,"Iroquois","IL","60928 Crescent City",40.755783,-87.849991,"",0,0,0
60929,17105,"Livingston","IL","60929 Cullom",40.877093,-88.267585,"",0,0,0
60930,17075,"Iroquois","IL","60930 Danforth",40.839436,-88.000143,"",0,0,0
60931,17075,"Iroquois","IL","60931 Donovan",40.892060,-87.559618,"",0,0,0
60932,17183,"Vermilion","IL","60932 East Lynn",40.466769,-87.800502,"60960",0,0,0
60933,17053,"Ford","IL","60933 Elliott",40.463650,-88.272241,"60936",0,0,0
60934,17105,"Livingston","IL","60934 Emington",40.968644,-88.357737,"",0,0,0
60935,17091,"Kankakee","IL","60935 Essex",41.173739,-88.166202,"",0,0,0
60936,17053,"Ford","IL","60936 Gibson City",40.467548,-88.372394,"",0,0,0
60938,17075,"Iroquois","IL","60938 Gilman",40.769294,-87.993107,"",0,0,0
60939,17075,"Iroquois","IL","60939 Goodwine",40.567290,-87.784588,"60953",0,0,0
60940,17091,"Kankakee","IL","60940 Grant Park",41.241073,-87.636122,"",0,0,0
60941,17091,"Kankakee","IL","60941 Herscher",41.062325,-88.075867,"",0,0,0
60942,17183,"Vermilion","IL","60942 Hoopeston",40.465871,-87.668419,"",0,0,0
60944,17091,"Kankakee","IL","60944 Hopkins Park",41.066595,-87.620108,"60964",0,0,0
60945,17075,"Iroquois","IL","60945 Iroquois",40.827525,-87.583159,"60966",0,0,0
60946,17053,"Ford","IL","60946 Kempton",40.897583,-88.187034,"",0,0,0
60948,17075,"Iroquois","IL","60948 Loda",40.527752,-88.089201,"",0,0,0
60949,17019,"Champaign","IL","60949 Ludlow",40.385695,-88.110176,"",0,0,0
60950,17091,"Kankakee","IL","60950 Manteno",41.250640,-87.834429,"",0,0,0
60951,17075,"Iroquois","IL","60951 Martinton",40.926231,-87.769586,"",0,0,0
60952,17053,"Ford","IL","60952 Melvin",40.563858,-88.252944,"",0,0,0
60953,17075,"Iroquois","IL","60953 Milford",40.628220,-87.702378,"",0,0,0
60954,17091,"Kankakee","IL","60954 Momence",41.163027,-87.660505,"",0,0,0
60955,17075,"Iroquois","IL","60955 Onarga",40.715091,-88.007877,"",0,0,0
60956,17075,"Iroquois","IL","60956 Papineau",40.970026,-87.716437,"60964",0,0,0
60957,17053,"Ford","IL","60957 Paxton",40.458533,-88.102759,"",0,0,0
60959,17053,"Ford","IL","60959 Piper City",40.784567,-88.183308,"",0,0,0
60960,17183,"Vermilion","IL","60960 Rankin",40.443451,-87.869257,"",0,0,0
60961,17091,"Kankakee","IL","60961 Reddick",41.114383,-88.240898,"",0,0,0
60962,17053,"Ford","IL","60962 Roberts",40.614187,-88.176745,"",0,0,0
60963,17183,"Vermilion","IL","60963 Rossville",40.378159,-87.667955,"",0,0,0
60964,17091,"Kankakee","IL","60964 Saint Anne",41.065256,-87.682951,"",0,0,0
60966,17075,"Iroquois","IL","60966 Sheldon",40.761177,-87.575816,"",0,0,0
60967,17075,"Iroquois","IL","60967 Stockland",40.613465,-87.592930,"60953",0,0,0
60968,17075,"Iroquois","IL","60968 Thawville",40.670443,-88.083777,"",0,0,0
60969,17091,"Kankakee","IL","60969 Union Hill",41.108041,-88.146826,"60941",0,0,0
60970,17075,"Iroquois","IL","60970 Watseka",40.779668,-87.729492,"",0,0,0
60973,17075,"Iroquois","IL","60973 Wellington",40.535990,-87.674045,"",0,0,0
60974,17075,"Iroquois","IL","60974 Woodland",40.714678,-87.731212,"60970",0,0,0
61001,17085,"Jo Daviess","IL","61001 Apple River",42.456222,-90.113227,"",0,0,0
61006,17103,"Lee","IL","61006 Ashton",41.852835,-89.193753,"",0,0,0
61007,17177,"Stephenson","IL","61007 Baileyville",42.200714,-89.600737,"",0,0,0
61008,17007,"Boone","IL","61008 Belvidere",42.261167,-88.853122,"",0,0,0
61010,17141,"Ogle","IL","61010 Byron",42.131314,-89.257774,"",0,0,0
61011,17007,"Boone","IL","61011 Caledonia",42.370731,-88.896702,"",0,0,0
61012,17007,"Boone","IL","61012 Capron",42.399403,-88.740706,"",0,0,0
61013,17177,"Stephenson","IL","61013 Cedarville",42.374223,-89.632981,"61032",0,0,0
61014,17015,"Carroll","IL","61014 Chadwick",41.967961,-89.890032,"",0,0,0
61015,17141,"Ogle","IL","61015 Chana",41.997191,-89.206039,"",0,0,0
61016,17201,"Winnebago","IL","61016 Cherry Valley",42.230999,-88.963462,"",0,0,0
61018,17177,"Stephenson","IL","61018 Dakota",42.410554,-89.558386,"",0,0,0
61019,17177,"Stephenson","IL","61019 Davis",42.442638,-89.401120,"",0,0,0
61020,17141,"Ogle","IL","61020 Davis Junction",42.106155,-89.076251,"",0,0,0
61021,17103,"Lee","IL","61021 Dixon",41.841547,-89.486902,"",0,0,0
61024,17201,"Winnebago","IL","61024 Durand",42.434534,-89.322174,"",0,0,0
61025,17085,"Jo Daviess","IL","61025 East Dubuque",42.485790,-90.609367,"",0,0,0
61027,17177,"Stephenson","IL","61027 Eleroy",42.331058,-89.762667,"61048",0,0,0
61028,17085,"Jo Daviess","IL","61028 Elizabeth",42.266679,-90.138861,"",0,0,0
61030,17141,"Ogle","IL","61030 Forreston",42.117263,-89.582809,"",0,0,0
61031,17103,"Lee","IL","61031 Franklin Grove",41.841402,-89.312298,"",0,0,0
61032,17177,"Stephenson","IL","61032 Freeport",42.301084,-89.634997,"",0,0,0
61036,17085,"Jo Daviess","IL","61036 Galena",42.415441,-90.428563,"",0,0,0
61037,17195,"Whiteside","IL","61037 Galt",41.789463,-89.762449,"61081",0,0,0
61038,17007,"Boone","IL","61038 Garden Prairie",42.262478,-88.739276,"",0,0,0
61039,17177,"Stephenson","IL","61039 German Valley",42.206604,-89.473824,"",0,0,0
61041,17085,"Jo Daviess","IL","61041 Hanover",42.273189,-90.299600,"",0,0,0
61042,17103,"Lee","IL","61042 Harmon",41.693072,-89.555223,"",0,0,0
61043,17141,"Ogle","IL","61043 Holcomb",42.063697,-89.096774,"61020",0,0,0
61044,17177,"Stephenson","IL","61044 Kent",42.318385,-89.902474,"",0,0,0
61046,17015,"Carroll","IL","61046 Lanark",42.101774,-89.831699,"",0,0,0
61047,17141,"Ogle","IL","61047 Leaf River",42.153065,-89.404509,"",0,0,0
61048,17177,"Stephenson","IL","61048 Lena",42.385009,-89.826131,"",0,0,0
61049,17141,"Ogle","IL","61049 Lindenwood",42.043408,-89.021125,"",0,0,0
61050,17177,"Stephenson","IL","61050 MC Connell",42.443400,-89.731844,"",0,0,0
61051,17015,"Carroll","IL","61051 Milledgeville",41.988776,-89.760521,"",0,0,0
61052,17141,"Ogle","IL","61052 Monroe Center",42.111366,-88.997697,"",0,0,0
61053,17015,"Carroll","IL","61053 Mount Carroll",42.098890,-89.977748,"",0,0,0
61054,17141,"Ogle","IL","61054 Mount Morris",42.047455,-89.442693,"",0,0,0
61057,17103,"Lee","IL","61057 Nachusa",41.831452,-89.390383,"61021",0,0,0
61058,17103,"Lee","IL","61058 Nelson",41.841681,-89.486418,"61021",0,0,0
61059,17085,"Jo Daviess","IL","61059 Nora",42.456329,-89.944824,"61087",0,0,0
61060,17177,"Stephenson","IL","61060 Orangeville",42.475806,-89.611047,"",0,0,0
61061,17141,"Ogle","IL","61061 Oregon",42.015365,-89.337400,"",0,0,0
61062,17177,"Stephenson","IL","61062 Pearl City",42.234944,-89.844909,"",0,0,0
61063,17201,"Winnebago","IL","61063 Pecatonica",42.313934,-89.359153,"",0,0,0
61064,17141,"Ogle","IL","61064 Polo",41.986646,-89.578793,"",0,0,0
61065,17007,"Boone","IL","61065 Poplar Grove",42.356285,-88.862210,"",0,0,0
61067,17177,"Stephenson","IL","61067 Ridott",42.304014,-89.475521,"",0,0,0
61068,17141,"Ogle","IL","61068 Rochelle",41.928922,-89.062802,"",0,0,0
61070,17177,"Stephenson","IL","61070 Rock City",42.414387,-89.473560,"",0,0,0
61071,17195,"Whiteside","IL","61071 Rock Falls",41.765948,-89.693905,"",0,0,0
61072,17201,"Winnebago","IL","61072 Rockton",42.453539,-89.077937,"",0,0,0
61073,17201,"Winnebago","IL","61073 Roscoe",42.415595,-89.007932,"",0,0,0
